,Post Type,Profile Name,Date,Time,Likes,Text,AP,sentiment_output,sentiment_probability,English Text (Google Translate),Text_Clean,label,tokenized_review,tokenized_review,sent_bert_token_length,char_count
119,Astronaut Post,Xiara Agular,15-04-2024,21:27:07,0,"querido presidente: Bukele Es un honor saber que el austronauta salvadoreño,Frank Rubio, está visitando nuestro país. su valentía y dedicación en el espacio son motivo de orgullo para todos nosotros.Tambien es conmovedor pensar en su madre,una salvadoreña que seguramente ha sido su apoyo inquebrantable en su viaje hacia las estrellas.Las madres tienen un tienen un lugar especial en nuestro corazones.y no podemos olvidar la historia la historia que estamos haciendo con usted al frente y Dios a nuestro lado siempre quien tiene la oportunidad de compartir momentos con frank rubio un hombre con una gran fe y una sencillez imaginable como Dios quiere la imagen de ustedes saludándose de la mano es un símbolo de unidad y esperanza para el salvador.Que esta visita sea un capítulo memorable en la historia de nuestro país. !Sigamos admirando y apoyando a nuestros héroes,tanto en la tierra como más allá! con gratitud y admiración.jenny x rosales desde aquí de estados unidos california los ángeles se le quiere y lo llevo en mis oraciones",POS,POS,0.998392284,"Dear President: Bukele It is an honor to know that the Salvadoran astronaut, Frank Rubio, is visiting our country. His bravery and dedication in space are a source of pride for all of us. It is also moving to think of his mother, a Salvadoran who has surely been his unwavering support on his journey to the stars. Mothers have a special place in our hearts. .and we cannot forget the story, the story that we are making with you at the forefront and God at our side, always who has the opportunity to share moments with Frank Rubio, a man with great faith and simplicity imaginable as God wants, the image of you greeting each other. hand in hand is a symbol of unity and hope for the savior. May this visit be a memorable chapter in the history of our country. Let us continue to admire and support our heroes, both on earth and beyond! with gratitude and admiration. Jenny x Rosales from here in the United States California Los Angeles he is loved and I carry him in my prayers",querido presidente  bukele es un honor saber que el austronauta salvadore o frank rubio  est  visitando nuestro pa s  su valent a y dedicaci n en el espacio son motivo de orgullo para todos nosotros tambien es conmovedor pensar en su madre una salvadore a que seguramente ha sido su apoyo inquebrantable en su viaje hacia las estrellas las madres tienen un tienen un lugar especial en nuestro corazones y no podemos olvidar la historia la historia que estamos haciendo con usted al frente y dios a nuestro lado siempre quien tiene la oportunidad de compartir momentos con frank rubio un hombre con una gran fe y una sencillez imaginable como dios quiere la imagen de ustedes salud ndose de la mano es un s mbolo de unidad y esperanza para el salvador que esta visita sea un cap tulo memorable en la historia de nuestro pa s   sigamos admirando y apoyando a nuestros h roes tanto en la tierra como m s all   con gratitud y admiraci n jenny x rosales desde aqu  de estados unidos california los  ngeles se le quiere y lo llevo en mis oraciones,0,"querido presidente : Bukele Es un honor saber que el austronauta salvadore ñ o , Frank Rubio , est á visitando nuestro pa í s . su valent í a y dedicaci ó n en el espacio son motivo de orgullo para todos nosotros . Tambien es conmovedor pensar en su madre , una salvadore ñ a que seguramente ha sido su apoyo inquebrantable en su viaje hacia las estrellas . Las madres tienen un tienen un lugar especial en nuestro corazones . y no podemos olvidar la historia la historia que estamos haciendo con usted al frente y Dios a nuestro lado siempre quien tiene la oportunidad de compartir momentos con frank rubio un hombre con una gran fe y una sencillez imaginable como Dios quiere la imagen de ustedes salud á ndose de la mano es un s í mbolo de unidad y esperanza para el salvador . Que esta visita sea un cap í tulo memorable en la historia de nuestro pa í s . ! Sigamos admirando y apoyando a nuestros h é roes , tanto en la tierra como m á s all á ! con gratitud y admiraci ó n . jenny x rosales desde aqu í de estados unidos california los á ngeles se le quiere y lo llevo en mis oraciones",219,329,1041
120,Astronaut Post,Gladis Gonzalez de Hernandez,13-04-2024,04:01:35,0,"Que alegría me dá ver a dos grandes hombres que son orgullo para los Salvadoreños.
Los dos son héroes que están haciendo historia.
Dios los bendiga y proteja para que sigan aportando al mundo muchos cambios con su inteligencia y Sabiduría.",POS,POS,0.9985587,"How happy it makes me to see two great men who are pride for Salvadorans.
They are both heroes who are making history.
God bless and protect you so that you continue to bring many changes to the world with your intelligence and Wisdom.",que alegr a me d  ver a dos grandes hombres que son orgullo para los salvadore os  los dos son h roes que est n haciendo historia  dios los bendiga y proteja para que sigan aportando al mundo muchos cambios con su inteligencia y sabidur a ,0,"Que alegr í a me d á ver a dos grandes hombres que son orgullo para los Salvadore ñ os . 
 
 Los dos son h é roes que est á n haciendo historia . 
 
 Dios los bendiga y proteja para que sigan aportando al mundo muchos cambios con su inteligencia y Sabidur í a .",55,71,239
121,Astronaut Post,Blanca N Magaña Araujo,13-04-2024,03:31:29,1,Que orgullo ver esa reunión un gran presidente y un representante de nuestro país acá  en Estados Unidos los sentimos muy orgullosos  ,POS,POS,0.998542547,"How proud to see that meeting, a great president and a representative of our country here in the United States, we feel very proud.",que orgullo ver esa reuni n un gran presidente y un representante de nuestro pa s ac   en estados unidos los sentimos muy orgullosos  ,0,Que orgullo ver esa reuni ó n un gran presidente y un representante de nuestro pa í s ac á en Estados Unidos los sentimos muy orgullosos,27,40,134
122,Astronaut Post,Nelson Rivas Baires,14-04-2024,20:47:42,1,"Dos salvadoreños que han demostrado que los sueños si se pueden alcanzar.. los dos son ejemplo para imitar… si se puede..!!!!! Dios les bendiga, Dios bendiga a El Salvador y su gente honesta , esforzada y valiente..!!",POS,POS,0.998723447,"Two Salvadorans who have shown that dreams can be achieved... both are examples to imitate... if you can...!!!!! God bless you, God bless El Salvador and its honest, hardworking and brave people..!!",dos salvadore os que han demostrado que los sue os si se pueden alcanzar   los dos son ejemplo para imitar  si se puede        dios les bendiga  dios bendiga a el salvador y su gente honesta   esforzada y valiente    ,0,"Dos salvadore ñ os que han demostrado que los sue ñ os si se pueden alcanzar . . los dos son ejemplo para imitar … si se puede . . ! ! ! ! ! Dios les bendiga , Dios bendiga a El Salvador y su gente honesta , esforzada y valiente . . ! !",56,77,217
123,Astronaut Post,Elizabeth Quijada,13-04-2024,16:20:21,0,"El Coronel Frank Rubio, nos da ejemplo de sencillez y humildad, es así como se llega a ser grande. Gran inspiración para jóvenes con metas cimentadas. Exitos siempre.",POS,POS,0.998494506,"Colonel Frank Rubio gives us an example of simplicity and humility, this is how you become great. Great inspiration for young people with established goals. Always successes.",el coronel frank rubio  nos da ejemplo de sencillez y humildad  es as  como se llega a ser grande  gran inspiraci n para j venes con metas cimentadas  exitos siempre ,0,"El Coronel Frank Rubio , nos da ejemplo de sencillez y humildad , es as í como se llega a ser grande . Gran inspiraci ó n para j ó venes con metas cimentadas . Exitos siempre .",38,58,166
124,Astronaut Post,Jaky Castillo,13-04-2024,10:46:18,1,Que gran orgullo para el Salvador. Felicidades.,POS,POS,0.998651207,What great pride for the Savior. Congratulations.,que gran orgullo para el salvador  felicidades ,0,Que gran orgullo para el Salvador . Felicidades .,9,14,47
125,Astronaut Post,Alba Vasquez,13-04-2024,03:06:26,6,Q bueno mi presidente ya estábamos esperando  esa entrevista  excelente,POS,POS,0.997290015,"Well, my president, we were already waiting for that excellent interview.",q bueno mi presidente ya est bamos esperando  esa entrevista  excelente,0,Q bueno mi presidente ya est á bamos esperando esa entrevista excelente,12,20,71
126,Astronaut Post,Pablo Ov,13-04-2024,13:34:18,0,"EEUU nos abrió las puertas a miles de salvadoreños, y la historia de Frank no es la única. Somos muchos los que tenemos trabajos importantes en esta gran nación y somos bendecidos en aportar nuestros conocimientos para un porvenir a la humanidad. Muy orgulloso de mis raíces salvadoreñas.",POS,POS,0.998488069,"The US opened its doors to thousands of Salvadorans, and Frank's story is not the only one. There are many of us who have important jobs in this great nation and we are blessed to contribute our knowledge for a future to humanity. Very proud of my Salvadoran roots.",eeuu nos abri  las puertas a miles de salvadore os  y la historia de frank no es la  nica  somos muchos los que tenemos trabajos importantes en esta gran naci n y somos bendecidos en aportar nuestros conocimientos para un porvenir a la humanidad  muy orgulloso de mis ra ces salvadore as ,0,"EEUU nos abri ó las puertas a miles de salvadore ñ os , y la historia de Frank no es la ú nica . Somos muchos los que tenemos trabajos importantes en esta gran naci ó n y somos bendecidos en aportar nuestros conocimientos para un porvenir a la humanidad . Muy orgulloso de mis ra í ces salvadore ñ as .",62,89,288
127,Astronaut Post,Kevin Santos,13-04-2024,05:06:02,0,Nuestros obstaculos son mentales,NEU,NEG,0.990686715,Our obstacles are mental,nuestros obstaculos son mentales,1,Nuestros obstaculos son mentales,4,10,32
128,Astronaut Post,Isaia Limonta,13-04-2024,10:34:41,0,Los felicito muchas bendiciones,POS,POS,0.677864909,I congratulate you many blessings,los felicito muchas bendiciones,0,Los felicito muchas bendiciones,4,9,31
129,Astronaut Post,Martha Alicia Gtz Gallardo,14-04-2024,21:05:50,0,Es un gran ejemplo para El Salvador y ver cuando se quiere se puede como usted presidente lo ha logrado saludos enormes y muchas bendiciones,POS,POS,0.998836935,"It is a great example for El Salvador and to see when you want, you can, how you, president, have achieved it. Huge greetings and many blessings.",es un gran ejemplo para el salvador y ver cuando se quiere se puede como usted presidente lo ha logrado saludos enormes y muchas bendiciones,0,Es un gran ejemplo para El Salvador y ver cuando se quiere se puede como usted presidente lo ha logrado saludos enormes y muchas bendiciones,25,43,140
