,Post Type,Profile Name,Date,Time,Likes,Text,AP,sentiment_output,sentiment_probability,English Text (Google Translate),processed_text,sentiment_numeric,tokenized_review,Text_Clean
171,Reel,Laura Chavarría Rodriguez,18-04-2024,01:01:21,5,"Muchísimaaas bendiciones Señor Presidente, queridos hermanos Pueblo Salvadoreño, un abrazo ",POS,NEU,0.686978161,"Many blessings Mr. President, dear brothers Salvadoran People, a hug",muchisima bendicion señor president quer herman puebl salvadoreñ abraz,0,"Much í simaaas bendiciones Se ñ or Presidente , queridos hermanos Pueblo Salvadore ñ o , un abrazo",much simaaas bendiciones se or presidente  queridos hermanos pueblo salvadore o  un abrazo 
172,Reel,Matilde Martinez,18-04-2024,00:52:40,6,Saludos desde Cuba señor precidente Dios lo bendiga siempre y a su familia ,POS,NEU,0.600242019,Greetings from Cuba Mr. President God bless you and your family always,salud cub señor precident dio bendig siempr famili,0,Saludos desde Cuba se ñ or precidente Dios lo bendiga siempre y a su familia,saludos desde cuba se or precidente dios lo bendiga siempre y a su familia 
173,Reel,Yackeline Chacon,18-04-2024,13:48:27,2,Dios te bendiga siempre presente bukele..y q el gran Dios todo poderoso dueño del cielo y la tierra le siga dando mucha sabiduría..,POS,POS,0.980444551,"God bless you always present Bukele... and may the great God, almighty owner of heaven and earth, continue to give you much wisdom..",dio bendig siempr present bukel q gran dio poder dueñ ciel tierr segu dar much sabidur,0,Dios te bendiga siempre presente bukele . . y q el gran Dios todo poderoso due ñ o del cielo y la tierra le siga dando mucha sabidur í a . .,dios te bendiga siempre presente bukele  y q el gran dios todo poderoso due o del cielo y la tierra le siga dando mucha sabidur a  
174,Reel,Argelia Rodriguez,18-04-2024,19:09:10,0,Muchas bendisiones migente linda gue dios derrame muchasproctesion migranpresidente guetengan unbendesido dia,POS,POS,0.994981468,Many blessings my beautiful people may God pour out many migrant procession president have a blessed day,much bendision migent lind gue dios derram muchasproctesion migranpresident gueteng unbendes diar,0,Muchas bendisiones migente linda gue dios derrame muchasproctesion migranpresidente guetengan unbendesido dia,muchas bendisiones migente linda gue dios derrame muchasproctesion migranpresidente guetengan unbendesido dia
175,Reel,Cielo Estrella,18-04-2024,04:20:23,0,Reciba un fraternal saludo lleno de muchas bendiciones  admiracion por ser un gran ser humano lider su sencilles honestidad hacen de usted merecedor de mucho respeto por todo lo que ah logrado para el pais salvadoreño es un gran orgullo usted como presidente,POS,POS,0.990665674,"Receive a fraternal greeting full of many blessings, admiration for being a great human being, leader, your simple honesty makes you worthy of much respect for everything you have achieved for the Salvadoran country, it is a great source of pride for you as president.",recib fraternal salud llen much bendicion admir ser gran ser human lid sencill honest hac usted merecedor respet ah logr pai salvadoreñ gran orgull usted president,0,Reciba un fraternal saludo lleno de muchas bendiciones admiracion por ser un gran ser humano lider su sencilles honestidad hacen de usted merecedor de mucho respeto por todo lo que ah logrado para el pais salvadore ñ o es un gran orgullo usted como presidente,reciba un fraternal saludo lleno de muchas bendiciones  admiracion por ser un gran ser humano lider su sencilles honestidad hacen de usted merecedor de mucho respeto por todo lo que ah logrado para el pais salvadore o es un gran orgullo usted como presidente
176,Reel,Sonia Berdugo,18-04-2024,02:02:22,2,"Orgullosamente Salvadoreña al tener un Presidente  que muchos países quisieran que fuera su líder y lograr todos los cambios que él está haciendo para liberarnos de las pandillas, parar narco traficantes que por años han causado que el mundo entero esté arruinando sus vidas en las drogas! Que su entrar y salir sea bendecido todos los días !  Gracias por ser un esposo, padre e hijo abnegado y fiel!  GRACIAS ",POS,POS,0.997924924,"Proudly Salvadoran to have a President that many countries would like to be their leader and achieve all the changes that he is making to free us from gangs, stop drug traffickers who for years have caused the entire world to ruin their lives on drugs! May your coming and going be blessed every day! Thank you for being a selfless and faithful husband, father and son! THANK YOU",orgull salvadoreñ ten president pais quer lid logr cambi hac liberar y pandill par narc traficant año caus mund enter arruin vid drog entrar sal bendec dia graci ser espos padr hij abneg fiel graci,0,"Orgullosamente Salvadore ñ a al tener un Presidente que muchos pa í ses quisieran que fuera su l í der y lograr todos los cambios que é l est á haciendo para liberarnos de las pandillas , parar narco traficantes que por a ñ os han causado que el mundo entero est é arruinando sus vidas en las drogas ! Que su entrar y salir sea bendecido todos los d í as ! Gracias por ser un esposo , padre e hijo abnegado y fiel ! GRACIAS",orgullosamente salvadore a al tener un presidente  que muchos pa ses quisieran que fuera su l der y lograr todos los cambios que  l est  haciendo para liberarnos de las pandillas  parar narco traficantes que por a os han causado que el mundo entero est  arruinando sus vidas en las drogas  que su entrar y salir sea bendecido todos los d as    gracias por ser un esposo  padre e hijo abnegado y fiel   gracias 
177,Reel,Marcia De Penado,18-04-2024,19:26:48,0,Bien guapo que Dios lo bendiga y asu esposa q también es linda,POS,POS,0.998656988,"Very handsome, God bless him and his wife who is also pretty.",bien guap dios bendig asu espos q lind,0,Bien guapo que Dios lo bendiga y asu esposa q tambi é n es linda,bien guapo que dios lo bendiga y asu esposa q tambi n es linda
178,Reel,Berta de Valle,18-04-2024,01:34:38,0,Bendiciones que Dios le de sabiduría para que siga guiando nuestro país como lo a hecho hasta ahora Dios lo proteja siempre y familia,POS,POS,0.973166108,"Blessings, may God give you wisdom to continue guiding our country as you have done until now. May God always protect you and your family.",bendicion dio sabidu segu gui pais hech ahor dio protej siempr famili,0,Bendiciones que Dios le de sabidur í a para que siga guiando nuestro pa í s como lo a hecho hasta ahora Dios lo proteja siempre y familia,bendiciones que dios le de sabidur a para que siga guiando nuestro pa s como lo a hecho hasta ahora dios lo proteja siempre y familia
179,Reel,Wilver Matracos,18-04-2024,15:08:10,1,Q guapo señor presidente el señor le bendiga mucho cuide de su familia de tan bellas princesas q el eterno le a regalado cubro con la sangre de cristo a usted y su bella familia Dios siga dandole una mente brillante y siga confiando en Dios y deje ser guiado x el q Dios lo pondrá x cabeza y no x cola es apenas el comienzo q Dios a hecho con usted q su nombre ya resuena x el mundo en tero como un hombre de renombre como los antes pasados q confiaron en Dios le bendiga el señor y le guarde de todo mal sea muro y ante muro y el su fortaleza.. le apreciamos mucho mi presi,POS,POS,0.998693168,"How handsome, Mr. President, the Lord bless you very much. Take care of your family of such beautiful princesses that the Eternal has given you and covered you and your beautiful family with the blood of Christ. May God continue to give you a brilliant mind and continue to trust in God and let him be guided. The fact that God will put you on your head and not on your tail is just the beginning. God has done with you, your name already resonates throughout the world as a man of renown like those before you who trusted in God. May the Lord bless you. May I protect you from all evil, be it a wall and before a wall and your strength... we appreciate you very much, my president.",q guap señor president señor bendig cuid famili tant bell princes q etern regal cubr sangr crist usted bell famili dio segu dar el ment brillant segu confi dio dej ser gui x q dios pon x cabez x col apen comienz q dio hech usted q nombr resuen x mund ter hombr renombr pas q confi dio bendig señor guard mal mur mur fortalez apreci presi,0,Q guapo se ñ or presidente el se ñ or le bendiga mucho cuide de su familia de tan bellas princesas q el eterno le a regalado cubro con la sangre de cristo a usted y su bella familia Dios siga dandole una mente brillante y siga confiando en Dios y deje ser guiado x el q Dios lo pondr á x cabeza y no x cola es apenas el comienzo q Dios a hecho con usted q su nombre ya resuena x el mundo en tero como un hombre de renombre como los antes pasados q confiaron en Dios le bendiga el se ñ or y le guarde de todo mal sea muro y ante muro y el su fortaleza . . le apreciamos mucho mi presi,q guapo se or presidente el se or le bendiga mucho cuide de su familia de tan bellas princesas q el eterno le a regalado cubro con la sangre de cristo a usted y su bella familia dios siga dandole una mente brillante y siga confiando en dios y deje ser guiado x el q dios lo pondr  x cabeza y no x cola es apenas el comienzo q dios a hecho con usted q su nombre ya resuena x el mundo en tero como un hombre de renombre como los antes pasados q confiaron en dios le bendiga el se or y le guarde de todo mal sea muro y ante muro y el su fortaleza   le apreciamos mucho mi presi
180,Reel,Lydia Garcia,18-04-2024,06:00:53,0,Felicidades Sr Presidente Nayib Bukele que Dios continúe bendiciendo su vida y que lo guarde todos los días de sus vidas con su familia hermosa. EL SALVADOR el país más hermoso del mundo con un Presidente lleno de la sabiduría de DIOS bendiciones,POS,POS,0.998802781,"Congratulations Mr President Nayib Bukele, may God continue to bless your life and keep you with your beautiful family every day of your lives. EL SALVADOR the most beautiful country in the world with a President full of the wisdom of GOD blessings",felic sr president nayib bukel dios continu bendec vid guard dia vid famili hermos salvador pais hermos mund president llen sabidu dio bendicion,0,Felicidades Sr Presidente Nayib Bukele que Dios contin ú e bendiciendo su vida y que lo guarde todos los d í as de sus vidas con su familia hermosa . EL SALVADOR el pa í s m á s hermoso del mundo con un Presidente lleno de la sabidur í a de DIOS bendiciones,felicidades sr presidente nayib bukele que dios contin e bendiciendo su vida y que lo guarde todos los d as de sus vidas con su familia hermosa  el salvador el pa s m s hermoso del mundo con un presidente lleno de la sabidur a de dios bendiciones
181,Reel,Nelly Vasquez,18-04-2024,00:52:32,4,El mejor presidente así necesitamos uno en Colombia mi admiración dios lo bendiga,POS,POS,0.998644054,The best president like this we need one in Colombia my admiration God bless him,mejor president asi necesit colombi admir dios bendig,0,El mejor presidente as í necesitamos uno en Colombia mi admiraci ó n dios lo bendiga,el mejor presidente as  necesitamos uno en colombia mi admiraci n dios lo bendiga
182,Reel,Silvia Ferrufino de Amaya,18-04-2024,01:29:04,0,Usted es unico  tiene un gran corazon. Y ama a su  pueblo. Dios lo bendiga siempre.desde Toronto Canada ,POS,POS,0.998591125,"You are unique, you have a big heart. And he loves his people. God bless you always.from Toronto Canada",usted unic gran corazon amar puebl dios bendig siempr toront can,0,Usted es unico tiene un gran corazon . Y ama a su pueblo . Dios lo bendiga siempre . desde Toronto Canada,usted es unico  tiene un gran corazon  y ama a su  pueblo  dios lo bendiga siempre desde toronto canada 
183,Reel,Eliza Ramos,18-04-2024,12:23:20,0,"El Señor Dios siga bendiciendo su vida y la de toda su familia y le continúe asistiendo con la Sabiduria que viene de lo alto, acorasandolo y fortaleciendo siempre. En El Nombre de Jesús. Amen.",POS,POS,0.983571768,"May the Lord God continue to bless your life and that of your entire family and continue to assist you with the Wisdom that comes from above, always encouraging and strengthening you. In the name of Jesus. Amen.",señor dio segu bendec vid tod famili continu asist sabiduri ven alto acoras fortalec siempr nombr jesus amar,0,"El Se ñ or Dios siga bendiciendo su vida y la de toda su familia y le contin ú e asistiendo con la Sabiduria que viene de lo alto , acorasandolo y fortaleciendo siempre . En El Nombre de Jes ú s . Amen .",el se or dios siga bendiciendo su vida y la de toda su familia y le contin e asistiendo con la sabiduria que viene de lo alto  acorasandolo y fortaleciendo siempre  en el nombre de jes s  amen 
